	MACE_pred	av_rating	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	round	batch	sent_id	disagree	agree	neutral
2152	agrees	0.375	Democrats and Republicans are not acting more quickly to curb climate change.	neutral	agrees	disagrees	disagrees	agrees	agrees	agrees	agrees	5	7	t2	0.17843728039075532	0.013816464757443327	0.8077462548518014
2153	neutral	0.125	Efforts to decrease carbon emissions should focus on industry.	agrees	disagrees	agrees	agrees	neutral	neutral	neutral	disagrees	5	7	t20	0.0016253134628448956	0.994509208604787	0.0038654779323681093
2154	agrees	0.625	Harvard climate action plan explicitly recognizes what the science has made clear.	agrees	agrees	agrees	disagrees	neutral	agrees	agrees	agrees	5	7	t21	0.39636640509427545	0.24467952244705046	0.3589540724586741
2155	disagrees	0.0	Ancient temperatures should have been relatively high around the time of the crisis.	disagrees	agrees	agrees	neutral	neutral	disagrees	neutral	neutral	5	7	t22	0.0016946655295192825	0.004386593138005911	0.9939187413324748
2156	neutral	0.375	Climate change drove some Neanderthals to cannibalism.	neutral	agrees	neutral	agrees	neutral	neutral	neutral	agrees	5	7	t23	0.0011393585669720663	0.001420862829823968	0.997439778603204
2157	disagrees	0.125	The Earth to periodically cycle in and out of ice ages.	disagrees	agrees	agrees	agrees	neutral	disagrees	neutral	neutral	5	7	t24	0.9556983283056724	0.01068927695597601	0.03361239473835162
2158	neutral	0.25	The city's plans had put it on a path to carbon neutrality .	neutral	agrees	neutral	agrees	neutral	neutral	neutral	neutral	5	7	t25	0.010092280921865484	0.005938751666494611	0.98396896741164
2159	neutral	0.25	Exxon Mobil had engaged in fraud through its statements about how it accounted for the costs of climate change regulation.	agrees	agrees	neutral	agrees	neutral	neutral	neutral	disagrees	5	7	t26	0.015836217875653952	0.6170345963428345	0.3671291857815116
2160	neutral	0.0	Siemens to quit the mine project because emissions from coal-fired power plants contribute to global warming.	neutral	agrees	disagrees	agrees	neutral	neutral	neutral	disagrees	5	7	t27	0.025460383739804155	0.15856060242263104	0.8159790138375648
2161	agrees	0.625	Climate change has changed the atmosphere itself.	agrees	disagrees	agrees	neutral	agrees	agrees	agrees	agrees	5	7	t28	0.0030676440742512237	0.9774376906744618	0.019494665251286902
2162	agrees	0.875	We can't afford to wait until everyone is feeling the pain of the climate emergency before we do something about it.	agrees	agrees	neutral	agrees	agrees	agrees	agrees	agrees	5	7	t29	0.6418329807929952	0.014632442038458704	0.3435345771685462
2163	disagrees	-0.5	The Climate Delusion is not based on sound science or economics.	disagrees	agrees	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	5	7	t3	0.001975285842568124	0.007206072120700359	0.9908186420367314
2164	agrees	0.625	Over the next few decades, climate change will affect every part of American life: our health, our economy, our national security, even our geography.	agrees	disagrees	agrees	agrees	neutral	agrees	agrees	agrees	5	7	t30	0.6434129144211239	0.015675739329393482	0.3409113462494825
2165	neutral	-0.25	I hadn't really thought about the connections between migration, immigration and climate because the common narratives hadn't made climate appear relevant to black and brown people at all.	disagrees	agrees	disagrees	neutral	neutral	neutral	neutral	disagrees	5	7	t31	0.0011118217829859884	0.001437586448201527	0.9974505917688126
2166	disagrees	0.0	Global temperatures are much lower around the time of the extinction than they should have been if volcanoes are expelling large amounts of carbon dioxide.	disagrees	agrees	agrees	agrees	neutral	disagrees	neutral	disagrees	5	7	t32	0.018144479313832392	0.1155151324914092	0.8663403881947584
2167	neutral	0.375	36% of Europeans already flew less for holidays to help prevent climate change and 75 % intended to do so in 2020.	neutral	agrees	neutral	agrees	neutral	neutral	neutral	agrees	5	7	t33	0.016103688811890032	0.003195228377467856	0.9807010828106422
2168	disagrees	-0.375	Those of us not members of the climate hysteria cult want everyone to feel bad about it.	disagrees	disagrees	neutral	agrees	neutral	disagrees	disagrees	neutral	5	7	t34	0.0014515932466774662	0.997526490284502	0.001021916468820572
2169	agrees	0.75	We must nominate a candidate who will deploy clean energy and cut carbon pollution on the ambitious scale required, even if it means deferring other worthy goals.	agrees	agrees	agrees	agrees	neutral	neutral	agrees	agrees	5	7	t35	0.0012907832548942567	0.9965621495703508	0.0021470671747550033
2170	agrees	0.75	What will you tell your children is the reason to fail and leave them facing a climate chaos that you knowingly brought upon them.	agrees	neutral	agrees	neutral	agrees	agrees	agrees	agrees	5	7	t36	0.0033341430925853373	0.9775892421012669	0.019076614806147862
2171	agrees	0.375	Australia could become so hot and dry that its residents could join the ranks of the world's climate refugees.	agrees	disagrees	neutral	disagrees	agrees	agrees	agrees	agrees	5	7	t37	0.2467474440421181	0.005695393406670502	0.7475571625512114
2172	agrees	0.5	Climate change will continue to affect all types of weather phenomena and subsequently impact increasingly urbanized areas.	agrees	neutral	agrees	disagrees	agrees	agrees	neutral	agrees	5	7	t38	0.7596029434023742	0.014262969969241259	0.2261340866283846
2173	disagrees	0.125	The latest climate hysteria headlines earlier this week.	neutral	agrees	neutral	agrees	neutral	disagrees	disagrees	agrees	5	7	t39	0.0018971922509106922	0.007114880860545708	0.9909879268885436
2174	neutral	0.375	The politics of climate in Australia resist even the severe pressure that comes from natural disaster.	neutral	agrees	agrees	neutral	neutral	neutral	neutral	agrees	5	7	t4	0.9412058980084922	0.003197297041080783	0.0555968049504269
2175	disagrees	-0.125	The bad news is that growing climate awareness is mainly taking place among Democrats.	agrees	agrees	disagrees	disagrees	neutral	disagrees	neutral	neutral	5	7	t40	0.006002329423970559	0.7059619188547828	0.2880357517212467
2176	neutral	0.375	Carbon emissions might have an impact on the climate.	neutral	agrees	neutral	agrees	neutral	neutral	neutral	agrees	5	7	t41	0.001069017759298291	0.9976603160481271	0.0012706661925746706
2177	agrees	0.375	The money inside the vaults of banks like Chase is driving the climate crisis.	disagrees	agrees	agrees	disagrees	neutral	agrees	agrees	agrees	5	7	t42	0.002305431548188506	0.9951954209545814	0.002499147497230245
2178	agrees	0.5	We are collectively experiencing climate trauma, of which we are both perpetrators and victims.	agrees	agrees	neutral	disagrees	neutral	agrees	agrees	agrees	5	7	t43	0.004494728916714196	0.9330563954638588	0.062448875619426886
2179	agrees	0.875	In 12 years (11 now), we fall off the cliff of climate catastrophe and face the end of humanity.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	5	7	t44	0.6833664183479171	0.023565044391446657	0.2930685372606363
2180	disagrees	-0.25	Climate change is a huge confidence trick.	disagrees	agrees	agrees	agrees	disagrees	disagrees	disagrees	disagrees	5	7	t45	0.3663964540740598	0.1713545865446902	0.4622489593812499
2181	disagrees	0.0	Future warming will be benign, supporting his position with convincing data.	disagrees	agrees	agrees	agrees	disagrees	disagrees	neutral	neutral	5	7	t46	0.001890610848185345	0.007229105102206258	0.9908802840496084
2182	disagrees	0.0	The media to silence all voices opposing their climate alarmism.	disagrees	agrees	neutral	agrees	neutral	disagrees	disagrees	agrees	5	7	t47	0.14385598029106295	0.8151395225083733	0.04100449720056387
2183	disagrees	-0.375	USCRN temperature stations show no warming since 2005 when the network went online.	disagrees	agrees	neutral	neutral	disagrees	disagrees	disagrees	neutral	5	7	t48	0.0038003953006359188	0.9625217186794054	0.03367788601995874
2184	agrees	0.5	Those conditions are `fully consistent' with the extremes expected in the era of global warming.	agrees	agrees	agrees	disagrees	neutral	agrees	neutral	agrees	5	7	t49	0.0010222748450784901	0.9980509047701692	0.0009268203847523686
2185	agrees	0.75	Universities are the bastions of wisdom and knowledge that are urgently needed to combat the climate crisis.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	5	7	t5	0.9965039156631298	0.002712989197334651	0.0007830951395356793
2186	agrees	0.625	Now we feel like the E.P.A. is being run by the fossil fuel industry.	agrees	agrees	agrees	agrees	neutral	neutral	agrees	neutral	5	7	t6	0.8838003231583753	0.011421516536371202	0.1047781603052534
2187	neutral	0.125	The business community is increasingly not trying to lobby against decarbonization and solving the climate crisis.	neutral	agrees	disagrees	disagrees	neutral	agrees	neutral	agrees	5	7	t7	0.9528183617408368	0.012678524771402818	0.03450311348776055
2188	disagrees	-0.25	Swedish climate activist Greta Thunberg is in no position to give economic advice until she's gone to college and come out with an economics degree.	disagrees	agrees	neutral	agrees	disagrees	disagrees	disagrees	neutral	5	7	t8	0.9914985795085978	0.001736788672634752	0.006764631818767439
2189	neutral	0.125	She would be willing to spend vast sums of money on climate solutions, pointing to the allegedly staggering costs of climate change.	agrees	neutral	neutral	agrees	neutral	neutral	neutral	disagrees	5	7	t9	0.0066771161452647745	0.763588176717548	0.2297347071371873
2190	disagrees	-1.0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	5	8	s0			
2191	agrees	0.875	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	5	8	s1			
2192	neutral	-0.125	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	5	8	s2			
2193	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	5	8	s3			
2194	neutral	0.125	Some icebergs are cute.	neutral	agrees	neutral	neutral	neutral	neutral	neutral	neutral	5	8	s4			
2195	disagrees	-0.25	The several previous warming periods (called climate optima) directly correlated to fantastic periods of human prosperity and advances.	neutral	agrees	neutral	disagrees	neutral	disagrees	disagrees	neutral	5	8	t0	0.5710559383110182	0.006710653320703957	0.4222334083682778
2196	agrees	0.375	Living like climate change is real and that we can do something about it are signals to others.	neutral	disagrees	agrees	neutral	agrees	agrees	agrees	neutral	5	8	t1	0.005712904428090855	0.695518133031218	0.29876896254069124
2197	neutral	0.0	Electric cars are going to save the planet from climate change or something.	neutral	agrees	agrees	disagrees	neutral	disagrees	neutral	neutral	5	8	t10	0.003198005841393423	0.02455978081429385	0.9722422133443128
2198	agrees	1.0	Our climate crisis, however, will not be defeated anywhere near as easily.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	5	8	t11	0.24320381062289775	0.0046348654218561856	0.7521613239552459
2199	agrees	0.625	We can't solve the problem when we have elected officials who are paid by the fossil fuel industry.	agrees	agrees	neutral	neutral	agrees	neutral	agrees	agrees	5	8	t12	0.000883206798254813	0.997914344096326	0.0012024491054192113
2200	agrees	0.625	I really struggle sometimes with the idea of how to be a policymaker and potentially have a family in the time of climate change.	agrees	agrees	agrees	neutral	neutral	agrees	agrees	neutral	5	8	t13	0.0034624135032107987	0.8743526939571983	0.12218489253959085
2201	disagrees	-0.375	The climate alarmist message will still resonate through the 2020 Democratic race.	disagrees	agrees	disagrees	neutral	neutral	disagrees	neutral	disagrees	5	8	t14	0.9981802323231562	0.0009202818320581572	0.0008994858447856223
2202	disagrees	-0.875	After all, climate alarmists have notoriously failed to predict future temperatures.	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	5	8	t15	0.004307916936281585	0.28832230269036685	0.7073697803733515
2203	disagrees	-0.375	Lewis recruited over 200 members of APS to oppose the new APS policy that fully supports the global warming fraud.	disagrees	agrees	neutral	neutral	disagrees	disagrees	disagrees	neutral	5	8	t16	0.998153095011065	0.0011758063516103727	0.0006710986373245679
2204	agrees	0.5	But reducing greenhouse gas emissions to fight climate change will require drastic measures.	neutral	neutral	neutral	agrees	neutral	agrees	agrees	agrees	5	8	t17	0.0038141768536526055	0.9393423218517328	0.05684350129461454
2205	neutral	-0.5	Fossil fuel companies had been unfairly targeted by the law.	disagrees	disagrees	neutral	neutral	disagrees	neutral	neutral	disagrees	5	8	t18	0.2984213048864325	0.03763203587270728	0.6639466592408602
2206	neutral	0.0	The post-ice age warming is interrupted by a sudden cooling that began around 12,000 years ago and ended abruptly 1,300 years later.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	5	8	t19	0.0007559539562981588	0.9984801482077992	0.0007638978359026172
